name,link,course,courseLink,description
Matéria e energia: desenvolvimento de novos materiais,/science/6-ano/matria-e-energia-desenvolvimento-de-novos-materiais,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,
Vida e evolução: as células,/science/6-ano/vida-e-evolucao-6-ano,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,"Neste tópico abordamos as células e sua organização em tecidos, órgãos, sistemas e no corpo humano. Posteriormente abordamos em separado os sistemas nervoso, muscular, esquelético, a visão e os movimentos do corpo. Tratamos também do uso e efeitos no corpo humano das drogas lícitas e ilícitas. "
Vida e evolução: os sistemas do corpo humano,/science/6-ano/vida-e-evoluo-os-sistemas-do-corpo-humano,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,
Vida e evolução: a visão,/science/6-ano/vida-e-evolucao-a-visao,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,
Vida e evolução: as drogas,/science/6-ano/vida-e-evolucao-as-drogas,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,
Terra e universo: o planeta Terra,/science/6-ano/terra-e-universo-6-ano,Ciências EF: 6° ano,https://pt.khanacademy.org/science/6-ano,"Neste tópico tratamos do estudo do planeta Terra - sua estrutura interna, a atmosfera e os movimentos do planeta. Abordamos também o desenvolvimento desse conhecimento ao longo da história."
"Matéria e energia: temperatura, calor e condução térmica",/science/7-ano/temperatura-calor-conducao-termica,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,"Neste tópico estudamos as máquinas simples e seus impactos no desenvolvimento da humanidade. Abordamos as alavancas, polias, rodas e máquinas térmicas.
Abordamos também os conceitos de temperatura, calor, equilíbrio térmico e fluxo de energia; bem como suas relações com a vida como a conhecemos no planeta Terra."
Matéria e energia: desenvolvimento tecnológico,/science/7-ano/desenvolvimento-tecnologico,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,
Vida e evolução: os seres vivos na natureza,/science/7-ano/seres-vivos-na-natureza,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,"Neste tópico abordamos os ecossistemas brasileiros e seus desequilíbrios, causados por fenômenos naturais ou antrópicos.
Tratamos também dos conceitos de saúde ambiental e saúde humana, bem como os efeitos do uso das tecnologias em seus controles e manutenção. "
Vida e evolução: o meio ambiente,/science/7-ano/meio-ambiente,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,
Vida e evolução: o sistema imunológico,/science/7-ano/sistema-imunologico,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,
Terra e universo: atmosfera terrestre,/science/7-ano/atmosfera-terrestre-7-ano,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,"Neste tópico estudamos em detalhes a atmosfera terrestre - composição, efeito estufa, camada de ozônio, alterações da atmosfera e seus impactos na vida do planeta.
Também abordamos a movimentação das placas tectônicas e suas consequências."
Terra e universo: a Terra é dinâmica,/science/7-ano/a-terra-dinamica,Ciências EF: 7° ano,https://pt.khanacademy.org/science/7-ano,
Matéria e energia: fontes de energia,/science/8-ano/fontes-de-energia,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,"Este tópico está todo voltado ao estudo da energia, considerando fontes, transformações e consumo.
Começamos tratando das fontes renováveis e não renováveis, abordamos os circuitos elétricos usados nas residências e indústrias e as transformações de energia que ocorrem nos equipamentos e eletrodomésticos. Ao final discutimos o consumo consciente e listamos algumas boas práticas nesse sentido."
Matéria e energia: utilizando a energia elétrica,/science/8-ano/utilizando-a-energia-eletrica,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,
Vida e evolução: reprodução sexuada e assexuada,/science/8-ano/reproducao-sexuada-assexuada,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,"Neste tópico tratamos da reprodução assexuada e sexuada dos seres vivos. 
Aprofundamos o estudo do sistema reprodutor humano, abarcando aspectos anatômicos e fisiológicos. Também discutimos a sexualidade, gravidez, métodos contraceptivos e doenças sexualmente transmissíveis."
Vida e evolução: sistema reprodutor e sexualidade dos seres humanos,/science/8-ano/sistema-reprodutor-e-sexualidade,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,
Vida e evolução: infecções sexualmente transmissíveis,/science/8-ano/infeccoes-sexualmente-transmissiveis,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,
Terra e universo: movimentos do sistema Sol - Terra - Lua,/science/8-ano/movimentos-sistema-sol-terra-lua,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,"Neste tópico tratamos dos movimentos relativos entre o Sol, a Terra e a Lua e como eles geram as fases da lua, as estações do ano e as eclipses lunares e solares. 
Abordamos também o clima em seus diferentes aspectos - os diferentes climas da Terra, mudanças climáticas provocadas por fenômenos ambientais naturais e antrópicos, previsão meteorológica.  "
"Terra e universo: o clima, fenômenos meteorológicos e previsão do tempo",/science/8-ano/clima-fenomenos-meteorologicos-previsao-tempo,Ciências EF: 8° ano,https://pt.khanacademy.org/science/8-ano,
Matéria e energia: físico-química atômica e molecular,/science/9-ano/fisico-e-quimica-atomica-e-molecular,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,"Neste item vamos estudar as propriedades físico-química dos átomos e das moléculas (modelos atômicos, os íons simples e compostos), o balanceamento e estequiometria das reações químicas, o espectro eletromagnético, as propriedades da luz (refração, reflexão, dispersão, visão em cores), a utilização das ondas eletromagnéticas no cotidiano e na medicina, as ondas mecânicas, o som e a utilização das ondas mecânicas na comunicação."
Matéria e energia: as ondas,/science/9-ano/materia-e-energia-as-ondas,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,
Vida e evolução: genética,/science/9-ano/vida-e-evolucao-genetica,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,Neste item vamos apresentar os processos de divisão celular (mitose e meiose) e discutir a genética; apresentaremos e compararemos as teorias da evolução de Lamarck e de Darwin; e vamos discutir a importância da sustentabilidade ambiental para  a manutenção da vida e da biodiversidade do planeta.  
Vida e evolução: teorias da evolução e da seleção natural,/science/9-ano/teorias-da-evolucao-e-da-selecao-natural,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,
Vida e evolução: preservação do meio ambiente,/science/9-ano/vida-e-evolucao-preservacao-do-meio-ambiente,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,
Terra e universo: o nosso sistema solar,/science/9-ano/terra-e-universo-nosso-sistema-solar,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,"Neste tópico estudamos o universo, as galáxias e nosso sistema solar. Este último em detalhes."
Terra e universo: o universo e seus constituintes,/science/9-ano/terra-e-universo-o-universo,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,
Terra e universo: a vida no universo,/science/9-ano/a-vida-no-universo,Ciências EF: 9° ano,https://pt.khanacademy.org/science/9-ano,
Química da vida,/science/ap-biology/chemistry-of-life,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Estrutura celular e função ,/science/ap-biology/cell-structure-and-function,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Hereditariedade,/science/ap-biology/heredity,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Regulação e expressão gênica,/science/ap-biology/gene-expression-and-regulation,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Seleção natural,/science/ap-biology/natural-selection,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Ecologia,/science/ap-biology/ecology-ap,Biologia AP,https://pt.khanacademy.org/science/ap-biology,
Introdução ao curso,/science/ciencias-em-evolucao/xe5daf879c9de7013:introducao-ao-curso,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
Tudo é feito de átomos,/science/ciencias-em-evolucao/xe5daf879c9de7013:tudo-e-feito-de-atomos,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
Qual é a origem dos átomos?,/science/ciencias-em-evolucao/xe5daf879c9de7013:origem-dos-atomos,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
O que existe além da Terra?,/science/ciencias-em-evolucao/xe5daf879c9de7013:fora-da-terra,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
Dos átomos à vida,/science/ciencias-em-evolucao/xe5daf879c9de7013:surgimento-e-evolucao-da-vida,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
A vida na Terra,/science/ciencias-em-evolucao/xe5daf879c9de7013:a-vida-na-terra,História da vida,https://pt.khanacademy.org/science/ciencias-em-evolucao,
Introdução ao curso,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:introducao-ao-curso,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,
Fontes de energia,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:fontes-de-energia,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,Nesta unidade você conhecerá fontes renováveis e não renováveis de energia. 
Usando a energia elétrica,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:usando-a-energia-eletrica,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,"Bandeira vermelha na conta de luz!! O que isto significa? Como economizar energia elétrica? Nesta unidade, você vai aprender!"
Relações nos ecossistemas,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:relacoes-nos-ecossistemas,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,"Nesta unidade você conhecerá as relações existentes entre os elementos bióticos e abióticos na natureza, de forma a manter a vida na Terra."
"Nós, seres humanos, e os ecossistemas",/science/ciencias-em-sustentabilidade/x28aee4903b62e337:exploracao-versus-sustentabilidade,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,A forma com que temos explorado os recursos naturais tem causado grandes impactos no equilíbrio da natureza. Como combinar a exploração dos recursos naturais com a manutenção dos ecossistemas e sustentabilidade do planeta?
Impactos antrópicos na natureza,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:impactos-antropicos-na-natureza,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,
Em busca da sustentabilidade ,/science/ciencias-em-sustentabilidade/x28aee4903b62e337:untitled-333,Sustentabilidade,https://pt.khanacademy.org/science/ciencias-em-sustentabilidade,
Introdução ao curso,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:introducao-ao-curso,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
Patógenos,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:patogenos,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
O corpo se protege,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:o-corpo-se-protege,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
As vacinas,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:as-vacinas,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
Os medicamentos,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:quimica-dos-medicamentos,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
Dosando medicamentos,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:untitled-143,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
Drogas lícitas e ilícitas,/science/ciencias-em-ciencias-e-saude/x030197a3521546ed:drogas-licitas-e-ilicitas,Ciências e saúde,https://pt.khanacademy.org/science/ciencias-em-ciencias-e-saude,
Introdução ao curso,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:introducao-ao-curso,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,
As ondas sonoras,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:o-que-sao-ondas,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,
As ondas eletromagnéticas ,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:origem-ondas-eletromagneticas,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,
Usando as ondas eletromagnéticas,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:comunicacao-a-distancia,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,
Radiação,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:tipos-de-radiacao,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,
Aplicações das radiações,/science/ciencias-em-ondas-e-radiacao/x5891fddff770a0aa:aplicacoes-das-radiacoes,Ondas e radiação,https://pt.khanacademy.org/science/ciencias-em-ondas-e-radiacao,"Será que a utilização das radiações pode causar problemas à saúde? Você sabia que a exposição contínua à radiação ionizante pode até alterar o DNA das células, aumentando o risco de desenvolver doenças, como o câncer? Existem protocolos e cuidados que evitam os efeitos maléficos das radiações. Venha conhecê-los nas próximas lições. "
Introdução ao curso,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:introducao-ao-curso,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Alimentos como fonte de energia e matéria,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:alimentos-fonte-energia-materia,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Os alimentos,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:os-alimentos,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Como a energia é armazenada nos alimentos?,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:como-a-energia-e-armazenada-nos-alimentos,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Como retiramos a energia dos alimentos?,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:como-retiramos-a-energia-dos-alimentos,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Como nossas células guardam e usam energia,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:como-nosso-corpo-guarda-energia,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Utilizando a energia biológica,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao/x648e0227f5ed15e4:utilizando-a-energia-biologica,Energia biológica,https://pt.khanacademy.org/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,
Biologia - Ensino Médio,/science/biologia-ensino-medio,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Física - Ensino Médio,/science/fisica-ensino-medio,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Química - Ensino Médio,/science/quimica-ensino-medio,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Ciências e saúde,/science/ciencias-em-ciencias-e-saude,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
História da vida,/science/ciencias-em-evolucao,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Ondas e radiação,/science/ciencias-em-ondas-e-radiacao,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Sustentabilidade,/science/ciencias-em-sustentabilidade,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
Energia biológica,/science/ciencias-em-energia-biologica-da-origem-a-utilizacao,Ensino Médio Ciências (BNCC),https://pt.khanacademy.org/science/em-ciencias-bncc,
"Genes, células e organismos",/science/hs-biology/x4c673362230887ef:genes-cells-and-organisms,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora genes, células e organismos. Aprenda sobre especialização de células, genes e proteínas, e a organização de organismos multicelulares."
Crescimento e retroalimentação em organismos,/science/hs-biology/x4c673362230887ef:growth-and-feedback-in-organisms,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora o crescimento e a retroalimentação nos organismos. Aprenda sobre mitose, crescimento do organismo e homeostase."
Matéria e energia nos organismos,/science/hs-biology/x4c673362230887ef:matter-and-energy-in-organisms,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora a matéria e a energia nos organismos. Aprenda sobre fotossíntese, a formação de biomoléculas e a respiração celular."
Matéria e energia nos ecossistemas,/science/hs-biology/x4c673362230887ef:matter-and-energy-in-ecosystems,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora a matéria e a energia em ecossistemas. Aprenda sobre crescimento populacional, capacidade de carga, fluxo de energia, ciclo de matéria e o ciclo de carbono."
Interações nos ecossistemas,/science/hs-biology/x4c673362230887ef:interactions-in-ecosystems,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,Esta unidade explora a estabilidade e as mudanças no ecossistema. Aprenda sobre a resiliência do ecossistema e os impactos humanos nos ecossistemas.
Herança e a variação,/science/hs-biology/x4c673362230887ef:inheritance-and-variation,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora herança e variação. Aprenda sobre a expressão genética, a meiose e a influência dos genes e do ambiente nos traços."
Evolução e seleção natural,/science/hs-biology/x4c673362230887ef:evolution-and-natural-selection,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora a seleção natural e a evolução. Aprenda sobre as evidências da evolução, a seleção natural e a evolução do comportamento de grupo."
Adaptação e mudança ambiental,/science/hs-biology/x4c673362230887ef:adaptation-and-environmental-change,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora a adaptação e as mudanças ambientais. Aprenda sobre adaptação, as espécies e o ambiente, e a extinção."
Biodiversidade e impactos humanos,/science/hs-biology/x4c673362230887ef:biodiversity-and-human-impacts,Biologia do Ensino Médio,https://pt.khanacademy.org/science/hs-biology,"Esta unidade explora a biodiversidade e os impactos humanos. Aprenda sobre os efeitos causados pelos humanos na biodiversidade, a gestão dos recursos naturais e como a ciência e a tecnologia podem ajudar a resolver problemas ambientais."
Forças e movimento,/science/hs-physics/x215e29cb31244fa1:forces-and-motion,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,"Esta unidade explora as interações entre força, massa, aceleração e momento. Aprenda como as forças e o momento podem ser usadas para prever o movimento."
Tipos de interações,/science/hs-physics/x215e29cb31244fa1:types-of-interactions,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,"Esta unidade explora diferentes tipos de interações de força, como gravidade, forças elétricas e forças magnéticas. Aprenda sobre eletromagnetismo, gravidade e como as forças podem ser modeladas usando campos vetoriais. "
Introdução à energia,/science/hs-physics/x215e29cb31244fa1:introduction-to-energy,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,"Esta unidade explora a energia, uma propriedade que usamos para modelar e explorar sistemas. Aprenda sobre a teoria da energia, as diferentes formas macroscópicas que ela assume, e como as formas de energia estão unidas na escala microscópica."
Modelagem da energia,/science/hs-physics/x215e29cb31244fa1:modeling-energy,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,Esta unidade explora como a energia pode ser usada para modelar sistemas matematicamente. Aprenda como a energia de um objeto ou sistema pode ser calculada e como essa informação pode ser usada para prever o comportamento dos sistemas.
Propriedades de ondas,/science/hs-physics/x215e29cb31244fa1:wave-properties,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,Esta unidade explora propriedades de ondas mecânicas e eletromagnéticas. Aprenda como as propriedades de ondas estão interconectadas e como as ondas afetam umas as outras.
Radiação eletromagnética,/science/hs-physics/x215e29cb31244fa1:electromagnetic-radiation,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,"Esta unidade explora a radiação eletromagnética e como a descoberta de suas propriedades levaram a vários conceitos da física moderna. Aprenda sobre o conceito da dualidade onda-partícula, como diferentes formas de radiação eletromagnética interagem com a matéria, e sobre a emissão da radiação eletromagnética."
Tecnologias da informação,/science/hs-physics/x215e29cb31244fa1:information-technologies,Física do ensino médio,https://pt.khanacademy.org/science/hs-physics,Esta unidade explora como as informações digitais podem ser comunicadas por meio de ondas. Aprenda sobre as informações digitais e analógicas em ondas e como várias tecnologias são baseadas em diferentes tipos de ondas.
O curso Prepare-se para o ensino médio,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:o-curso-prepare-se-para-o-ensino-medio,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade você encontrará informações gerais sobre o curso e sobre as habilidades foco, e também detalhes sobre sua estrutura e formas de uso."
Misturando e transformando a matéria,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:misturando-e-transformando-a-materia,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF06CI01, EF06CI03, EF07CI12, EF09CI01, EF06CI02."
Desenvolvimento de materiais e tecnológico ,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:desenvolvimento-de-materiais-e-tecnologico,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF08CI01, EF08CI06, EF07CI03 e EF07CI06."
A espécie humana,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:a-especie-humana,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF06CI05, EF06CI06, EF06CI07, EF08CI08, EF08CI09 e EF09CI09."
Aspectos da saúde humana,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:aspectos-da-saude-humana,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF07CI09, EF09CI13, EF07CI10, EF09CI07."
Movimentos no sistema solar,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:movimentos-no-sistema-solar,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF09CI14, EF06CI14, EF09CI15, EF08CI13, EF08CI12."
O planeta Terra,/science/prepare-se-para-o-ensino-medio-ciencias/x1750320b173969bc:o-planeta-terra,Prepare-se para o Ensino Médio - Ciências,https://pt.khanacademy.org/science/prepare-se-para-o-ensino-medio-ciencias,"Nessa unidade são trabalhadas as seguintes habilidades foco: EF06CI11, EF07CI07, EF07CI15, EF08CI15, EF07CI13."
O curso Prepare-se para os anos finais do EF,/science/prepare-se-para-anos-finais-do-fundamental-ciencias/xf543398a7473a7b6:o-curso-prepare-se,Prepare-se para anos finais do Ensino Fundamental - Ciências,https://pt.khanacademy.org/science/prepare-se-para-anos-finais-do-fundamental-ciencias,"Nessa unidade você encontrará informações gerais sobre o curso e sobre as habilidades foco, e também detalhes sobre sua estrutura e formas de uso."
Os materiais e suas propriedades,/science/prepare-se-para-anos-finais-do-fundamental-ciencias/xf543398a7473a7b6:os-materiais-e-suas-propriedades,Prepare-se para anos finais do Ensino Fundamental - Ciências,https://pt.khanacademy.org/science/prepare-se-para-anos-finais-do-fundamental-ciencias,"Nessa unidade serão trabalhadas as habilidades foco EF04CI01, EF05CI01 e EF04CI02 que abordam as propriedades dos materiais e suas transformações."
Os seres vivos,/science/prepare-se-para-anos-finais-do-fundamental-ciencias/xf543398a7473a7b6:os-seres-vivos,Prepare-se para anos finais do Ensino Fundamental - Ciências,https://pt.khanacademy.org/science/prepare-se-para-anos-finais-do-fundamental-ciencias,"Nessa unidade serão trabalhadas as habilidades foco EF02CI05, EF02CI06, EF03CI04 , EF03CI05 e EF04CI04 que abordam as características das plantas e dos animais."
"Nós, os humanos",/science/prepare-se-para-anos-finais-do-fundamental-ciencias/xf543398a7473a7b6:nos-os-humanos,Prepare-se para anos finais do Ensino Fundamental - Ciências,https://pt.khanacademy.org/science/prepare-se-para-anos-finais-do-fundamental-ciencias,"Nessa unidade serão trabalhadas as habilidades foco EF01CI02, EF05CI06, EF05CI08, EF01CI03, EF02CI03, EF03CI03 e EF04CI08, que abordam os sistemas do corpo humano e a saúde."
A Terra e o universo,/science/prepare-se-para-anos-finais-do-fundamental-ciencias/xf543398a7473a7b6:a-terra-e-o-universo,Prepare-se para anos finais do Ensino Fundamental - Ciências,https://pt.khanacademy.org/science/prepare-se-para-anos-finais-do-fundamental-ciencias,"Nessa unidade serão trabalhadas as habilidades foco EF02CI07, EF03CI07, EF03CI08, EF04CI09, EF04CI11, EF05CI02, EF05CI11 e EF05CI12, que abordam as características da Terra, os movimentos do sistema Sol - Terra - Lua e sua utilização nas medidas do tempo. "
Fundamentos da Biologia,/science/biologia-ensino-medio/x008af9690f00e6cd:fundamentos-da-biologia,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Células,/science/biologia-ensino-medio/x008af9690f00e6cd:celulas,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Energia e transporte,/science/biologia-ensino-medio/x008af9690f00e6cd:energia-e-transporte,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Reprodução e divisão celular,/science/biologia-ensino-medio/x008af9690f00e6cd:reproducao-e-divisao-celular,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Genética clássica,/science/biologia-ensino-medio/x008af9690f00e6cd:genetica-classica,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Genética molecular,/science/biologia-ensino-medio/x008af9690f00e6cd:genetica-molecular,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
A origem da vida,/science/biologia-ensino-medio/x008af9690f00e6cd:a-origem-da-vida,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Os grandes reinos,/science/biologia-ensino-medio/x008af9690f00e6cd:os-reinos,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
O reino Plantae,/science/biologia-ensino-medio/x008af9690f00e6cd:as-plantas,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
As plantas,/science/biologia-ensino-medio/x008af9690f00e6cd:untitled-521,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
O reino Animalia,/science/biologia-ensino-medio/x008af9690f00e6cd:os-filos-animais,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Evolução,/science/biologia-ensino-medio/x008af9690f00e6cd:evolucao,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Sistemas do corpo humano,/science/biologia-ensino-medio/x008af9690f00e6cd:sistemas-do-corpo-humano,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Ecologia,/science/biologia-ensino-medio/x008af9690f00e6cd:ecologia,Biologia - Ensino Médio,https://pt.khanacademy.org/science/biologia-ensino-medio,
Introdução à Física,/science/fisica-ensino-medio/x6443ccf4d35f6b36:introducao-a-fisica,Física - Ensino Médio,https://pt.khanacademy.org/science/fisica-ensino-medio,
Movimentos unidimensionais,/science/fisica-ensino-medio/x6443ccf4d35f6b36:movimentos-unidimensionais,Física - Ensino Médio,https://pt.khanacademy.org/science/fisica-ensino-medio,
